1010110,10110000,1,1,"R"
1010111,101000,0,0,"L"
1010111,1101,1,0,"R"
1011000,1111000,0,1,"L"
1011000,1011000,1,1,"L"
1011001,10111,0,1,"L"
1011001,110010,1,1,"R"
1011010,101,0,0,"L"
1011010,1011100,1,1,"L"
1011011,1001,0,0,"L"
1011011,11000,1,1,"R"
1011100,101,0,0,"L"
1011100,101111,1,1,"L"
1011101,1010,0,0,"L"
1011101,1011110,1,1,"L"
1011110,1010,0,0,"L"
1011110,11000011,1,1,"L"
1011111,"",0,0,"R"
1011111,110000,1,1,"R"
1100000,101,0,0,"L"
1100000,1100000,1,1,"L"
1100001,10,0,1,"R"
1100001,1100001,1,1,"R"
1100010,10110,0,1,"L"
1100010,1100010,1,1,"L"
1100011,100,0,0,"R"
1100011,11001000,1,1,"R"
1100100,11,0,0,"R"
1100100,1100100,1,1,"R"
1100101,11110,0,1,"L"
1100101,1100110,1,1,"R"
1100110,100111,0,1,"L"
1100110,1010001,1,1,"R"
1100111,1100,0,1,"L"
1100111,1101011,1,1,"L"
1101000,111010,0,1,"L"
1101000,110,1,0,"L"
1101001,110,0,0,"L"
1101001,1101010,1,1,"L"
1101010,110,0,0,"L"
1101010,1101100,1,1,"L"
1101011,1100,0,1,"L"
1101011,1100010,1,1,"L"
1101100,110,0,0,"L"
1101100,1001100,1,1,"L"
1101101,10110,0,1,"L"
1101101,1101110,1,1,"L"
1101110,1011111,0,1,"R"
1101110,11000111,1,1,"R"
1101111,10001,0,0,"L"
1101111,10001111,1,1,"L"
1110000,111001,0,1,"L"
1110000,111001,1,1,"L"
1110001,10000,0,0,"L"
1110001,1110010,1,1,"L"
1110010,10000,0,0,"L"
1110010,1110100,1,1,"L"
1110011,110000,0,0,"R"
1110011,11000,1,1,"R"
1110100,10000,0,0,"L"
1110100,10100000,1,1,"L"
1110101,110,0,0,"L"
1110101,1101001,1,1,"L"
1110110,11,0,0,"R"
1110110,1111001,1,1,"R"
1110111,1000,0,0,"R"
1110111,1111011,1,1,"R"
1111000,1000001,0,0,"R"
1111000,111101,1,0,"L"
1111001,11,0,0,"R"
1111001,1111010,1,1,"R"
1111010,11,0,0,"R"
1111010,10101,1,0,"L"
1111011,1000,0,0,"R"
1111011,1111101,1,1,"R"
1111100,11001,0,0,"R"
1111100,10011011,1,1,"L"
1111101,1000,0,0,"R"
1111101,1111110,1,1,"R"
1111110,10010,0,0,"L"
1111110,10011111,1,1,"R"
1111111,10010,0,0,"L"
1111111,10001,1,1,"L"
10000000,10010100,0,0,"L"
10000000,1,1,0,"R"
10000001,10000001,0,0,"L"
10000001,10000010,1,1,"L"
10000010,10010011,0,0,"L"
10000010,10000010,1,1,"L"
10000011,10111110,0,1,"R"
10000011,1000111,1,1,"L"
10000100,10010110,0,1,"L"
10000100,10000100,1,1,"L"
10000101,1110,0,1,"R"
10000101,1001001,1,0,"L"
10000110,10000101,0,1,"L"
10000110,10000011,1,1,"R"
10000111,100010,0,0,"L"
10000111,"",1,0,"H"
10001000,10001000,0,0,"L"
10001000,1000101,1,0,"L"
10001001,10000110,0,1,"L"
10001001,10000110,1,1,"R"
10001010,10001001,0,1,"L"
10001010,10001001,1,0,"R"
10001011,100100,0,0,"L"
10001011,"",1,1,"H"
10001100,10001010,0,1,"L"
10001100,10001010,1,1,"L"
10001101,10000001,0,1,"L"
10001101,10001110,1,0,"R"
10001110,10010,0,1,"L"
10001110,10001000,1,0,"L"
10001111,10001,0,0,"L"
10001111,10010000,1,1,"L"
10010000,1110,0,1,"R"
10010000,10010000,1,1,"L"
10010001,1000111,0,1,"L"
10010001,10000011,1,1,"L"
10010010,10010001,0,1,"L"
10010010,10010001,1,1,"L"
10010011,101000,0,0,"L"
10010011,110101,1,0,"R"
10010100,1000001,0,1,"L"
10010100,10010010,1,1,"L"
10010101,11100,0,0,"L"
10010101,1101,1,1,"R"
10010110,10111100,0,0,"R"
10010110,1000011,1,0,"R"
10010111,100000,0,0,"L"
10010111,10000101,1,0,"L"
10011000,10,0,1,"R"
10011000,10100110,1,1,"R"
10011001,111,0,0,"R"
10011001,10011010,1,1,"R"
10011010,111,0,0,"R"
10011010,10011100,1,1,"R"
10011011,"",0,0,"R"
10011011,11010,1,1,"L"
10011100,111,0,0,"R"
10011100,1001111,1,1,"R"
10011101,"",0,0,"R"
10011101,110011,1,1,"R"
10011110,"",0,0,"R"
10011110,10100111,1,1,"L"
10011111,10010,0,0,"L"
10011111,10101111,1,1,"R"
10100000,10110110,0,0,"R"
10100000,10100000,1,1,"L"
10100001,1000,0,0,"R"
10100001,1110111,1,1,"R"
10100010,1011,0,1,"R"
10100010,10100100,1,1,"L"
10100011,10011,0,1,"R"
10100011,1100001,1,1,"R"
10100100,1001000,0,0,"R"
10100100,101001,1,1,"R"
10100101,10001,0,0,"L"
10100101,1101111,1,1,"L"
10100110,10,0,1,"R"
10100110,10101001,1,1,"R"
10100111,"",0,0,"R"
10100111,10101011,1,1,"L"
10101000,1,0,0,"R"
10101000,1010101,1,1,"R"
10101001,10,0,1,"R"
10101001,10101010,1,1,"R"
10101010,10,0,1,"R"
10101010,10101100,1,1,"R"
10101011,"",0,0,"R"
10101011,10101101,1,1,"L"
10101100,1001,0,1,"L"
10101100,1010,1,1,"L"
10101101,"",0,0,"R"
10101101,10101110,1,1,"L"
10101110,"",0,0,"R"
10101110,10110011,1,1,"L"
10101111,10010,0,0,"L"
10101111,1000110,1,1,"R"
10110000,101100,0,1,"L"
10110000,1011001,1,1,"R"
10110001,1001,0,0,"L"
10110001,10110010,1,1,"L"
10110010,1001,0,0,"L"
10110010,10110100,1,1,"L"
10110011,"",0,0,"R"
10110011,1010010,1,0,"L"
10110100,1001,0,0,"L"
10110100,1011011,1,1,"L"
10110101,"",0,0,"R"
10110101,1011000,1,0,"L"
10110110,"",0,0,"R"
10110110,1111,1,1,"R"
10110111,100000,0,0,"L"
10110111,10111011,1,1,"L"
10111000,1010,0,0,"L"
10111000,1011101,1,1,"L"
10111001,"",0,0,"R"
10111001,10001101,1,0,"R"
10111010,"",0,0,"R"
10111010,11000,1,0,"R"
10111011,100000,0,0,"L"
10111011,10111101,1,1,"L"
10111100,"",0,0,"R"
10111100,1100100,1,0,"R"
10111101,100000,0,0,"L"
10111101,10010111,1,1,"L"
10111110,10010,0,0,"L"
10111110,1111111,1,1,"R"
10111111,10001,0,0,"L"
10111111,10100101,1,1,"L"
11000000,10111001,0,0,"R"
11000000,11000000,1,1,"R"
11000001,101,0,0,"L"
11000001,110001,1,1,"L"
11000010,10100,0,0,"R"
11000010,11000000,1,1,"R"
11000011,1010,0,0,"L"
11000011,11010,1,1,"L"
11000100,100,0,0,"R"
11000100,1100011,1,1,"R"
11000101,1100,0,1,"L"
11000101,11000110,1,1,"L"
11000110,1100,0,1,"L"
11000110,1100111,1,1,"L"
11000111,"",0,0,"R"
11000111,11001,1,1,"R"
11001000,100,0,0,"R"
11001000,1100101,1,1,"R"
